name,category_ref,department_slug,main_category,category_level1,category_level2,category_level3,count,depth
Windscreen Wipers,windscreen-wipers-27596,automotive,Automotive,Maintenance & Service,Service Consumables,Windscreen Wipers,906,3
Service Kits,service-kits-27594,automotive,Automotive,Maintenance & Service,Service Consumables,Service Kits,565,3
Spark Plugs,spark-plugs-27595,automotive,Automotive,Maintenance & Service,Service Consumables,Spark Plugs,328,3
Engine Cleaner & Degreasers,engine-cleaner-and-degreaser-27591,automotive,Automotive,Maintenance & Service,Service Consumables,Engine Cleaner & Degreasers,219,3
Pollen & Aircon Filters,pollen-and-aircon-filters-27593,automotive,Automotive,Maintenance & Service,Service Consumables,Pollen & Aircon Filters,209,3
Engine Oils,engine-oils-27598,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Engine Oils,2141,3
Lubricants,lubricants-27602,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Lubricants,498,3
Greases,greases-27603,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Greases,161,3
Coolants,coolants-27597,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Coolants,153,3
Additive & Fuel Savers,additives-and-fuel-savers-27606,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Additive & Fuel Savers,145,3
Transmission & Gearbox Oils,transmission-and-gearbox-oils-27601,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Transmission & Gearbox Oils,37,3
Gear Box & Gear Oils,gear-box-and-gear-oils-27599,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Gear Box & Gear Oils,33,3
Brake Fluids,brake-fluids-27605,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Brake Fluids,18,3
Pastes,pastes-27604,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Pastes,15,3
Hydraulic Oils,hydraulic-oils-27600,automotive,Automotive,Maintenance & Service,"Oil, Coolants & Fluids",Hydraulic Oils,11,3
Brake Pads,brake-pads-27608,automotive,Automotive,Maintenance & Service,Brake Pads & Discs,Brake Pads,2056,3
Brake Discs,brake-discs-27607,automotive,Automotive,Maintenance & Service,Brake Pads & Discs,Brake Discs,264,3
Brake Shoes & Drums,brake-shoes-and-drums-27609,automotive,Automotive,Maintenance & Service,Brake Pads & Discs,Brake Shoes & Drums,135,3
Caliper & Housings,calipers-and-housings-27610,automotive,Automotive,Maintenance & Service,Brake Pads & Discs,Caliper & Housings,129,3
Aircon Parts & Hoses,aircon-parts-and-hoses-27611,automotive,Automotive,Maintenance & Service,Engine Cooling & Aircon Parts,Aircon Parts & Hoses,821,3
Radiators,radiators-27613,automotive,Automotive,Maintenance & Service,Engine Cooling & Aircon Parts,Radiators,776,3
Aircon Pumps,aircon-pumps-27612,automotive,Automotive,Maintenance & Service,Engine Cooling & Aircon Parts,Aircon Pumps,62,3
Exhausts,exhausts-27614,automotive,Automotive,Maintenance & Service,Performance Parts,Exhausts,449,3
Transmissions & Drivetrain Components,transmission-and-drivetrain-components-27621,automotive,Automotive,Maintenance & Service,Performance Parts,Transmissions & Drivetrain Components,357,3
Camshafts,camshafts-27616,automotive,Automotive,Maintenance & Service,Performance Parts,Camshafts,110,3
Turbochargers,turbochargers-27619,automotive,Automotive,Maintenance & Service,Performance Parts,Turbochargers,82,3
Intercoolers,intercoolers-27617,automotive,Automotive,Maintenance & Service,Performance Parts,Intercoolers,81,3
ECUs,ecus-27620,automotive,Automotive,Maintenance & Service,Performance Parts,ECUs,28,3
Performance Air Intakes & Filters,performance-air-intakes-and-filters-27615,automotive,Automotive,Maintenance & Service,Performance Parts,Performance Air Intakes & Filters,3,3
Fancy Dress,fancy-dress-25479,toys,Toys,Fancy Dress,,,1384,1
Kids Watches,kids-watches-29358,toys,Toys,Kids Watches,,,104,1
Merchandise,merchandise-33648,toys,Toys,Merchandise,,,59,1
Craft Kits,craft-kits-25475,toys,Toys,Arts & Crafts,Craft Kits,,1645,2
Stickers,stickers-25478,toys,Toys,Arts & Crafts,Stickers,,1568,2
Dough & Modelling,dough-and-modelling-25476,toys,Toys,Arts & Crafts,Dough & Modelling,,1451,2
Beads,beads-25474,toys,Toys,Arts & Crafts,Beads,,758,2
Glues & Adhesives,glues-and-adhesives-29345,toys,Toys,Arts & Crafts,Glues & Adhesives,,571,2
Colouring Books,colouring-books-29346,toys,Toys,Arts & Crafts,Colouring Books,,434,2
Charms,charms-33420,toys,Toys,Arts & Crafts,Charms,,17,2
Novelty Toys,novelty-toys-33765,toys,Toys,Indoor Play,Novelty Toys,,251,2
Card Storage & Displays,card-storage-displays-33929,toys,Toys,Games & Puzzles,Card Storage & Displays,,47,2
Balloons & Accessories,balloons-accessories-31866,toys,Toys,Party Supplies,Balloons & Accessories,,3239,2
Table Decorations,table-decorations-25482,toys,Toys,Party Supplies,Table Decorations,,1971,2
Party Toys & Favours,party-toys-and-favours-25484,toys,Toys,Party Supplies,Party Toys & Favours,,1268,2
Party Wear,party-wear-25485,toys,Toys,Party Supplies,Party Wear,,498,2
Cake Decorations,cake-decorations-25481,toys,Toys,Party Supplies,Cake Decorations,,314,2
Lunchboxes & Juice Bottles,lunchboxes-and-juice-bottles-25486,toys,Toys,Party Supplies,Lunchboxes & Juice Bottles,,248,2
Invitations & Cards,invitations-and-cards-25483,toys,Toys,Party Supplies,Invitations & Cards,,22,2
Water Toys,water-toys-25395,toys,Toys,Outdoor Play,Water Toys,,584,2
Kids Sport Activities,kids-sport-activities-25386,toys,Toys,Outdoor Play,Kids Sport Activities,,570,2
Balls,balls-25381,toys,Toys,Outdoor Play,Balls,,469,2
Bubble-Making Toys,bubble-making-toys-25382,toys,Toys,Outdoor Play,Bubble-Making Toys,,405,2
Outdoor Playsets,outdoor-playsets-25390,toys,Toys,Outdoor Play,Outdoor Playsets,,393,2
Lawn Games,lawn-games-25388,toys,Toys,Outdoor Play,Lawn Games,,350,2
Kids Pools & Inflatables,kids-pools-and-inflatables-25385,toys,Toys,Outdoor Play,Kids Pools & Inflatables,,244,2
Foam Blasters & Bullets,foam-blasters-and-bullets-25383,toys,Toys,Outdoor Play,Foam Blasters & Bullets,,235,2
Sandplay,sandplay-25393,toys,Toys,Outdoor Play,Sandplay,,228,2
Play Houses & Tents,play-houses-and-tents-25392,toys,Toys,Outdoor Play,Play Houses & Tents,,208,2
Swings,swings-25394,toys,Toys,Outdoor Play,Swings,,156,2
Garden Tools,garden-tools-25384,toys,Toys,Outdoor Play,Garden Tools,,74,2
Kites,kites-25387,toys,Toys,Outdoor Play,Kites,,52,2
Marbles,marbles-25389,toys,Toys,Outdoor Play,Marbles,,46,2
Playsets,playsets-29207,toys,Toys,Pretend Play,Playsets,,1165,2
Play Food,play-food-29206,toys,Toys,Pretend Play,Play Food,,934,2
Dress Up & Roleplay,dress-up-and-roleplay-29208,toys,Toys,Pretend Play,Dress Up & Roleplay,,784,2
Pretend Weapons,pretend-weapons-29205,toys,Toys,Pretend Play,Pretend Weapons,,396,2
Makeup,makeup-33477,toys,Toys,Pretend Play,Makeup,,298,2
Workshop & Tool Sets,workshop-and-tool-sets-29204,toys,Toys,Pretend Play,Workshop & Tool Sets,,287,2
General Purpose Batteries,general-purpose-batteries-29171,toys,Toys,Smart & Interactive Toys,General Purpose Batteries,,7,2
LEGO City,lego-city-25416,toys,Toys,LEGO,LEGO City,,134,2
LEGO Star Wars,lego-star-wars-25412,toys,Toys,LEGO,LEGO Star Wars,,123,2
LEGO Friends,lego-friends-25419,toys,Toys,LEGO,LEGO Friends,,100,2
LEGO Technic,lego-technic-25410,toys,Toys,LEGO,LEGO Technic,,96,2
LEGO DUPLO,lego-duplo-25421,toys,Toys,LEGO,LEGO DUPLO,,96,2
LEGO Creator,lego-creator-25417,toys,Toys,LEGO,LEGO Creator,,90,2
LEGO Marvel,lego-marvel-34062,toys,Toys,LEGO,LEGO Marvel,,81,2
LEGO Disney,lego-disney-25418,toys,Toys,LEGO,LEGO Disney,,75,2
LEGO Harry Potter,lego-harry-potter-28641,toys,Toys,LEGO,LEGO Harry Potter,,71,2
LEGO NINJAGO,lego-ninjago-25404,toys,Toys,LEGO,LEGO NINJAGO,,70,2
LEGO Ideas,lego-ideas-28637,toys,Toys,LEGO,LEGO Ideas,,65,2
LEGO Storage,lego-storage-25411,toys,Toys,LEGO,LEGO Storage,,56,2
LEGO Speed Champions,lego-speed-champions-25409,toys,Toys,LEGO,LEGO Speed Champions,,55,2
LEGO Minecraft,lego-minecraft-28639,toys,Toys,LEGO,LEGO Minecraft,,52,2
LEGO Merchandise,lego-merchandise-25413,toys,Toys,LEGO,LEGO Merchandise,,43,2
LEGO Super Mario,lego-super-mario-34064,toys,Toys,LEGO,LEGO Super Mario,,39,2
LEGO Classic,lego-classic-25415,toys,Toys,LEGO,LEGO Classic,,36,2
LEGO Botanicals,lego-botanicals-34059,toys,Toys,LEGO,LEGO Botanicals,,31,2
LEGO Icons,lego-icons-34061,toys,Toys,LEGO,LEGO Icons,,28,2
LEGO DREAMZzz,lego-dreamzzz-34060,toys,Toys,LEGO,LEGO DREAMZzz,,27,2
LEGO DC Batman,lego-dc-batman-28631,toys,Toys,LEGO,LEGO DC Batman,,21,2
LEGO Play Themes,lego-play-themes-25408,toys,Toys,LEGO,LEGO Play Themes,,20,2
LEGO Animal Crossing,lego-animal-crossing-34054,toys,Toys,LEGO,LEGO Animal Crossing,,18,2
LEGO Sonic the Hedgehog,lego-sonic-the-hedgehog-34063,toys,Toys,LEGO,LEGO Sonic the Hedgehog,,17,2
LEGO Jurassic World,lego-jurassic-world-28635,toys,Toys,LEGO,LEGO Jurassic World,,16,2
LEGO Architecture,lego-architecture-28636,toys,Toys,LEGO,LEGO Architecture,,14,2
LEGO Education,lego-education-31870,toys,Toys,LEGO,LEGO Education,,12,2
LEGO Movies & TV,lego-movies-and-tv-25406,toys,Toys,LEGO,LEGO Movies & TV,,11,2
LEGO Art,lego-art-34055,toys,Toys,LEGO,LEGO Art,,10,2
LEGO Fortnite,lego-fortnite-34058,toys,Toys,LEGO,LEGO Fortnite,,9,2
LEGO Gabby's Dollhouse,lego-gabby-s-dollhouse-34066,toys,Toys,LEGO,LEGO Gabby's Dollhouse,,9,2
LEGO Wicked,lego-wicked-34057,toys,Toys,LEGO,LEGO Wicked,,8,2
LEGO Minifigures,lego-minifigures-28638,toys,Toys,LEGO,LEGO Minifigures,,7,2
LEGO Extended Range,lego-extended-range-34069,toys,Toys,LEGO,LEGO Extended Range,,7,2
LEGO Wednesday,lego-wednesday-34056,toys,Toys,LEGO,LEGO Wednesday,,6,2
LEGO Super Heroes,lego-super-heroes-28642,toys,Toys,LEGO,LEGO Super Heroes,,5,2
LEGO ONE PIECE,lego-one-piece-34065,toys,Toys,LEGO,LEGO ONE PIECE,,5,2
LEGO Editions,lego-editions-34067,toys,Toys,LEGO,LEGO Editions,,3,2
LEGO Horizon Adventures,lego-horizon-adventures-34068,toys,Toys,LEGO,LEGO Horizon Adventures,,3,2
LEGO BOOST,lego-boost-28632,toys,Toys,LEGO,LEGO BOOST,,1,2
Kids Room Decor,kids-room-decor-25471,toys,Toys,Kids Decor,Kids Room Decor,,893,2
Kids Outdoor Furniture,kids-outdoor-furniture-25472,toys,Toys,Kids Decor,Kids Outdoor Furniture,,61,2
Bedroom Sets,bedroom-sets-25470,toys,Toys,Kids Decor,Bedroom Sets,,18,2
Scooters,scooters-25399,toys,Toys,"Bikes, Scooters & Rides",Scooters,,510,2
Bikes,bikes-25397,toys,Toys,"Bikes, Scooters & Rides",Bikes,,403,2
Electric Ride Ons,electric-ride-ons-25398,toys,Toys,"Bikes, Scooters & Rides",Electric Ride Ons,,374,2
Skateboards,skateboards-25400,toys,Toys,"Bikes, Scooters & Rides",Skateboards,,61,2
Skates,skates-25401,toys,Toys,"Bikes, Scooters & Rides",Skates,,38,2
Crayons,crayons-29334,toys,Toys,Arts & Crafts,Drawing & Colouring,Crayons,221,3
Colouring Pencils,colouring-pencils-29333,toys,Toys,Arts & Crafts,Drawing & Colouring,Colouring Pencils,197,3
Fibre Tip Pens,fibre-tip-pens-29335,toys,Toys,Arts & Crafts,Drawing & Colouring,Fibre Tip Pens,157,3
Oil Pastels,oil-pastels-29336,toys,Toys,Arts & Crafts,Drawing & Colouring,Oil Pastels,92,3
Watercolour Paint,watercolour-paint-29344,toys,Toys,Arts & Crafts,Paints & Art Sets,Watercolour Paint,183,3
Paintbrushes,paintbrushes-29340,toys,Toys,Arts & Crafts,Paints & Art Sets,Paintbrushes,158,3
Ready Made Paint,ready-made-paint-29343,toys,Toys,Arts & Crafts,Paints & Art Sets,Ready Made Paint,68,3
Poster Paint,poster-paint-29341,toys,Toys,Arts & Crafts,Paints & Art Sets,Poster Paint,52,3
Powder Paint,powder-paint-29342,toys,Toys,Arts & Crafts,Paints & Art Sets,Powder Paint,45,3
Finger Paint,finger-paint-29339,toys,Toys,Arts & Crafts,Paints & Art Sets,Finger Paint,2,3
Face Paint,face-paint-29338,toys,Toys,Arts & Crafts,Paints & Art Sets,Face Paint,1,3
Models & Model Kits,models-and-model-kits-25450,toys,Toys,Indoor Play,Hobby Toys,Models & Model Kits,1876,3
RC Vehicles & Parts,rc-vehicles-and-parts-25451,toys,Toys,Indoor Play,Hobby Toys,RC Vehicles & Parts,1649,3
Coin Collecting,coin-collecting-25448,toys,Toys,Indoor Play,Hobby Toys,Coin Collecting,1204,3
"Fidget Spinners, Cubes & Desk Toys",fidget-spinners-cubes-and-desk-toys-29654,toys,Toys,Indoor Play,Hobby Toys,"Fidget Spinners, Cubes & Desk Toys",863,3
Trains & Accessories,trains-and-accessories-25453,toys,Toys,Indoor Play,Hobby Toys,Trains & Accessories,303,3
"Slot Cars, Race Tracks & Accessories",slot-cars-race-tracks-and-accessories-25452,toys,Toys,Indoor Play,Hobby Toys,"Slot Cars, Race Tracks & Accessories",250,3
Hobby Building Tools & Hardware,hobby-building-tools-and-hardware-25449,toys,Toys,Indoor Play,Hobby Toys,Hobby Building Tools & Hardware,194,3
Activity Toys,activity-toys-29653,toys,Toys,Indoor Play,Baby & Toddler,Activity Toys,1493,3
Playmats & Cot Toys,playmats-and-cot-toys-25443,toys,Toys,Indoor Play,Baby & Toddler,Playmats & Cot Toys,873,3
Bath Toys,bath-toys-25437,toys,Toys,Indoor Play,Baby & Toddler,Bath Toys,579,3
Reading & Writing,reading-and-writing-25445,toys,Toys,Indoor Play,Baby & Toddler,Reading & Writing,505,3
Musical Instruments,musical-instruments-25442,toys,Toys,Indoor Play,Baby & Toddler,Musical Instruments,490,3
Mathematics & Counting,mathematics-and-counting-25440,toys,Toys,Indoor Play,Baby & Toddler,Mathematics & Counting,411,3
Walkers,walkers-25446,toys,Toys,Indoor Play,Baby & Toddler,Walkers,359,3
Bouncers & Rockers,bouncers-and-rockers-25438,toys,Toys,Indoor Play,Baby & Toddler,Bouncers & Rockers,299,3
Rattles,rattles-25444,toys,Toys,Indoor Play,Baby & Toddler,Rattles,276,3
Shape Sorters,shape-sorters-29650,toys,Toys,Indoor Play,Baby & Toddler,Shape Sorters,215,3
Stackers,stackers-29649,toys,Toys,Indoor Play,Baby & Toddler,Stackers,174,3
Flash Cards,flash-cards-25439,toys,Toys,Indoor Play,Baby & Toddler,Flash Cards,151,3
Mobiles & Mirrors,mobiles-and-mirrors-25441,toys,Toys,Indoor Play,Baby & Toddler,Mobiles & Mirrors,139,3
Pull/Push Toys,pull-push-toys-29652,toys,Toys,Indoor Play,Baby & Toddler,Pull/Push Toys,123,3
Matching,matching-29651,toys,Toys,Indoor Play,Baby & Toddler,Matching,104,3
Inflatables,inflatables-33755,toys,Toys,Indoor Play,Baby & Toddler,Inflatables,40,3
Diecast,diecast-25458,toys,Toys,Indoor Play,Play Vehicles,Diecast,1719,3
Toy Cars,toy-cars-29198,toys,Toys,Indoor Play,Play Vehicles,Toy Cars,1376,3
Radio Control,radio-control-25460,toys,Toys,Indoor Play,Play Vehicles,Radio Control,1350,3
Trucks & Construction Vehicles,trucks-and-construction-vehicles-29256,toys,Toys,Indoor Play,Play Vehicles,Trucks & Construction Vehicles,581,3
Planes & Space Ships,planes-and-space-ships-25459,toys,Toys,Indoor Play,Play Vehicles,Planes & Space Ships,175,3
Trains & Train Sets,trains-and-train-sets-25461,toys,Toys,Indoor Play,Play Vehicles,Trains & Train Sets,171,3
